symbol,category,instrument_class,in_upstox_master,identity_class,legacy_rows,canonical_rows,intersection_sessions,legacy_only_sessions,canonical_only_sessions,replacement_pct,legacy_first,legacy_last,canonical_first,canonical_last
STERTOOLS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2585,0,0,2585,0,0.0,2016-01-01,2026-06-18,,
PARSVNATH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2584,0,0,2584,0,0.0,2016-01-01,2026-06-18,,
DELPHIFX.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2582,0,0,2582,0,0.0,2016-01-01,2026-06-18,,
HILTON-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2582,0,0,2582,0,0.0,2016-01-01,2026-06-18,,
TIL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2582,0,0,2582,0,0.0,2016-01-01,2026-06-18,,
VENUSREM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2581,0,0,2581,0,0.0,2016-01-01,2026-06-18,,
PNC.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2580,10,0,2580,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
IVP.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2579,0,0,2579,0,0.0,2016-01-01,2026-06-18,,
MANUGRAPH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2579,0,0,2579,0,0.0,2016-01-01,2026-06-18,,
RSSOFTWARE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2577,0,0,2577,0,0.0,2016-01-01,2026-06-18,,
JOCIL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2576,0,0,2576,0,0.0,2016-01-01,2026-06-18,,
CONSOFINVT.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2574,0,0,2574,0,0.0,2016-01-01,2026-06-18,,
MANAKCOAT.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2574,11,0,2574,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
COUNCODOS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2573,0,0,2573,0,0.0,2016-01-01,2026-06-18,,
GKWLIMITED.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2573,11,0,2573,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
BASML.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2572,0,0,2572,0,0.0,2016-01-01,2026-06-18,,
SEMAC-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2569,0,0,2569,0,0.0,2016-01-01,2026-06-18,,
ZEELEARN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2569,0,0,2569,0,0.0,2016-01-01,2026-06-18,,
TIJARIA.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2568,10,0,2568,10,0.0,2016-01-11,2026-06-18,2026-08-24,2026-09-04
INDOTECH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2567,0,0,2567,0,0.0,2016-01-01,2026-06-18,,
PEARLPOLY-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2564,0,0,2564,0,0.0,2016-01-01,2026-06-18,,
LYPSAGEMS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2562,0,0,2562,0,0.0,2016-01-01,2026-06-18,,
MAWANASUG-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2562,0,0,2562,0,0.0,2016-01-01,2026-06-18,,
RAMANEWS.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2562,10,0,2562,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
ANIKINDS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2560,0,0,2560,0,0.0,2016-01-01,2026-06-18,,
JAIBALAJI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2560,0,0,2560,0,0.0,2016-01-01,2026-06-18,,
MADHUCON.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2558,0,0,2558,0,0.0,2016-01-01,2026-06-18,,
ARROWGREEN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2556,0,0,2556,0,0.0,2016-01-01,2026-06-18,,
PILITA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2556,0,0,2556,0,0.0,2016-01-01,2026-06-18,,
BIRLAMONEY.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2555,11,0,2555,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
QUICKHEAL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2555,0,0,2555,0,0.0,2016-02-18,2026-06-18,,
EMAMIREAL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2553,0,0,2553,0,0.0,2016-01-01,2026-06-18,,
AXISGOLD.NS,NO_REPLACEMENT,etf_or_inav,False,unknown_no_master_entry,2549,0,0,2549,0,0.0,2016-01-01,2026-06-26,,
BHAGERIA.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2546,0,0,2546,0,0.0,2016-03-02,2026-06-18,,
WELINV-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2546,0,0,2546,0,0.0,2016-01-01,2026-06-18,,
NECCLTD.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2543,0,0,2543,0,0.0,2016-03-02,2026-06-18,,
SIGMAADV-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2539,0,0,2539,0,0.0,2016-01-01,2026-06-18,,
AUSOMENT-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2538,0,0,2538,0,0.0,2016-01-01,2026-06-18,,
HMT-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2531,0,0,2531,0,0.0,2016-01-01,2026-06-18,,
IBULLSLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2531,0,0,2531,0,0.0,2016-01-01,2026-06-18,,
IL&FSENGG-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2530,0,0,2530,0,0.0,2016-01-01,2026-06-18,,
OILCOUNTUB-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2528,0,0,2528,0,0.0,2016-01-01,2026-06-17,,
MEP-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2527,0,0,2527,0,0.0,2016-01-01,2026-06-18,,
PDMJEPAPER.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2527,10,0,2527,10,0.0,2016-03-30,2026-06-18,2026-08-24,2026-09-04
SITINET-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2519,0,0,2519,0,0.0,2016-01-01,2026-06-18,,
FLFL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2516,0,0,2516,0,0.0,2016-01-01,2026-06-18,,
FELDVR-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2513,0,0,2513,0,0.0,2016-01-01,2026-06-18,,
ONELIFECAP-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2503,0,0,2503,0,0.0,2016-01-01,2026-06-17,,
MTEDUCARE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2499,0,0,2499,0,0.0,2016-01-01,2026-06-18,,
ARSHIYA-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2497,0,0,2497,0,0.0,2016-01-01,2026-06-18,,
GOLDTECH.NS,NO_REPLACEMENT,etf_or_inav,False,unknown_no_master_entry,2497,0,0,2497,0,0.0,2016-04-11,2026-06-18,,
PALREDTEC-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2496,0,0,2496,0,0.0,2016-05-09,2026-06-17,,
SIMBHALS-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2494,0,0,2494,0,0.0,2016-03-14,2026-06-18,,
AGRITECH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2490,0,0,2490,0,0.0,2016-01-11,2026-06-18,,
MOTOGENFIN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2482,0,0,2482,0,0.0,2016-01-01,2026-06-18,,
SUBEXLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2475,0,0,2475,0,0.0,2016-01-01,2026-06-18,,
MAHASTEEL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2465,0,0,2465,0,0.0,2016-07-01,2026-06-18,,
SETCO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2465,0,0,2465,0,0.0,2016-07-01,2026-06-18,,
MOLDTECH.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2461,0,0,2461,0,0.0,2016-07-07,2026-06-18,,
DAMODARIND.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2458,0,0,2458,0,0.0,2016-07-04,2026-06-18,,
FEL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2456,0,0,2456,0,0.0,2016-01-01,2026-06-18,,
FCSSOFT-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2448,0,0,2448,0,0.0,2016-01-01,2026-06-18,,
ORIENTLTD.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2433,0,0,2433,0,0.0,2016-01-04,2026-06-17,,
MORARJEE-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2414,0,0,2414,0,0.0,2016-01-01,2026-06-18,,
SECURKLOUD.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2403,10,0,2403,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
SUPREMEINF.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2401,10,0,2401,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
NAGREEKCAP-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2400,0,0,2400,0,0.0,2016-01-04,2026-06-18,,
PREMIERPOL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2394,0,0,2394,0,0.0,2016-01-01,2026-06-18,,
INSPIRISYS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2391,0,0,2391,0,0.0,2016-01-01,2026-06-18,,
MAZDA.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2377,0,0,2377,0,0.0,2016-11-01,2026-06-18,,
ANSALAPI-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2365,0,0,2365,0,0.0,2016-01-01,2026-06-18,,
VIJIFIN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2357,0,0,2357,0,0.0,2016-07-11,2026-06-18,,
ROLLT-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2355,0,0,2355,0,0.0,2016-11-22,2026-06-18,,
GOLDENTOBC-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2346,0,0,2346,0,0.0,2016-01-01,2026-06-18,,
TERASOFT.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2342,10,0,2342,10,0.0,2016-12-29,2026-06-18,2026-08-24,2026-09-04
PREMIER-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2341,0,0,2341,0,0.0,2016-01-01,2026-06-18,,
SANWARIA-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2336,0,0,2336,0,0.0,2016-01-01,2026-06-18,,
SETUINFRA-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2324,0,0,2324,0,0.0,2016-01-01,2026-06-18,,
BHANDARI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2323,0,0,2323,0,0.0,2017-01-30,2026-06-18,,
VISACHROME-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2318,0,0,2318,0,0.0,2016-01-01,2026-06-18,,
AKSHARCHEM.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2298,0,0,2298,0,0.0,2017-03-28,2026-07-06,,
RCOM-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2293,0,0,2293,0,0.0,2016-01-01,2026-06-18,,
CALSOFT-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2289,0,0,2289,0,0.0,2016-01-11,2026-06-18,,
CAPTRUST-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2286,0,0,2286,0,0.0,2017-01-16,2026-06-18,,
CLEDUCATE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2281,0,0,2281,0,0.0,2017-03-31,2026-06-18,,
GAYAPROJ-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2281,0,0,2281,0,0.0,2016-01-01,2026-06-18,,
COMPINFO-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2279,0,0,2279,0,0.0,2016-07-07,2026-06-18,,
SHANKARA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2279,0,0,2279,0,0.0,2017-04-05,2026-06-18,,
TVVISION.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2258,0,0,2258,0,0.0,2016-09-15,2026-06-18,,
HDIL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2254,0,0,2254,0,0.0,2016-01-01,2026-06-18,,
COFFEEDAY-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2252,0,0,2252,0,0.0,2016-01-01,2026-06-18,,
BHAGYANGR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2250,0,0,2250,0,0.0,2017-05-17,2026-06-18,,
MAHESHWARI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2237,0,0,2237,0,0.0,2017-01-16,2026-06-18,,
JITFINFRA.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2233,11,0,2233,11,0.0,2017-02-27,2026-06-18,2026-08-24,2026-09-07
GVKPIL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2224,0,0,2224,0,0.0,2016-01-01,2026-06-18,,
WEWIN-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2224,0,0,2224,0,0.0,2016-01-01,2026-06-18,,
KAVDEFENCE.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2222,11,0,2222,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
TCIFINANCE-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2212,0,0,2212,0,0.0,2016-01-01,2026-06-18,,
DBSTOCKBRO.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2209,0,0,2209,0,0.0,2016-01-01,2026-06-18,,
AVADHSUGAR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2200,0,0,2200,0,0.0,2017-07-28,2026-06-18,,
IRBINVIT-IV.NS,NO_REPLACEMENT,non_equity_series,False,series_other(-IV),2188,0,0,2188,0,0.0,2017-05-18,2026-06-18,,
AXISNIFTY.NS,NO_REPLACEMENT,etf_or_inav,False,unknown_no_master_entry,2187,0,0,2187,0,0.0,2017-07-11,2026-06-18,,
INDIGRID-IV.NS,NO_REPLACEMENT,non_equity_series,False,series_other(-IV),2181,0,0,2181,0,0.0,2017-06-06,2026-06-18,,
ANKITMETAL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2167,0,0,2167,0,0.0,2016-01-01,2026-06-18,,
KAUSHALYA.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2167,0,0,2167,0,0.0,2016-01-01,2026-06-18,,
TARAPUR.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,2133,10,0,2133,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
GATECHDVR.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2130,0,0,2130,0,0.0,2017-10-10,2026-06-18,,
EIFFL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,2119,0,0,2119,0,0.0,2016-01-08,2026-06-18,,
RHFL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2115,0,0,2115,0,0.0,2017-09-22,2026-06-18,,
ORTEL-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2100,0,0,2100,0,0.0,2016-01-01,2026-06-17,,
SANGINITA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2098,0,0,2098,0,0.0,2017-03-10,2026-06-18,,
ASTRON-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2096,0,0,2096,0,0.0,2017-12-29,2026-06-18,,
OSWALAGRO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2072,0,0,2072,0,0.0,2018-02-01,2026-06-17,,
SHIVAMILLS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2054,0,0,2054,0,0.0,2018-02-26,2026-06-18,,
VAISHALI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2050,0,0,2050,0,0.0,2016-01-01,2026-06-18,,
LAKPRE-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2042,0,0,2042,0,0.0,2016-01-01,2026-06-17,,
SHEKHAWATI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2033,0,0,2033,0,0.0,2016-01-01,2026-06-18,,
EUROTEXIND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2020,0,0,2020,0,0.0,2016-01-01,2026-06-18,,
PRAXIS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2020,0,0,2020,0,0.0,2018-01-31,2026-06-18,,
CHEMFAB-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2016,0,0,2016,0,0.0,2018-04-25,2026-06-18,,
BALAXI-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2011,0,0,2011,0,0.0,2016-01-01,2026-06-18,,
DHARAN-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),2009,0,0,2009,0,0.0,2018-04-02,2026-06-18,,
THOMASCOTT.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1994,10,0,1994,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
CYBERMEDIA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1981,0,0,1981,0,0.0,2016-01-01,2026-06-18,,
SABEVENTS-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1969,0,0,1969,0,0.0,2016-09-15,2026-06-18,,
CHEMBOND-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1907,0,0,1907,0,0.0,2016-01-01,2026-06-18,,
SHYAMTEL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1904,0,0,1904,0,0.0,2016-01-01,2026-06-18,,
PANACHE.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1892,0,0,1892,0,0.0,2017-04-25,2026-06-17,,
VIVIMEDLAB-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1892,0,0,1892,0,0.0,2016-01-01,2026-06-18,,
MACPOWER.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1880,11,0,1880,11,0.0,2018-03-22,2026-06-18,2026-08-24,2026-09-07
NILASPACES.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1841,10,0,1841,10,0.0,2019-01-11,2026-06-17,2026-08-24,2026-09-04
HBSL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1823,0,0,1823,0,0.0,2018-07-26,2026-06-18,,
SARVESHWAR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1822,0,0,1822,0,0.0,2018-03-15,2026-06-18,,
SUMIT-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1811,0,0,1811,0,0.0,2018-09-10,2026-06-18,,
DPWIRES.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1800,0,0,1800,0,0.0,2017-10-05,2026-06-18,,
VINEETLAB-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1798,0,0,1798,0,0.0,2016-01-01,2026-06-18,,
EMBASSY-RR.NS,NO_REPLACEMENT,non_equity_series,False,unknown_no_master_entry,1788,0,0,1788,0,0.0,2019-04-01,2026-06-18,,
BILVYAPAR-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1764,0,0,1764,0,0.0,2016-01-01,2026-06-18,,
GATECH.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1755,0,0,1755,0,0.0,2016-07-25,2026-06-18,,
KHAITANLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1753,0,0,1753,0,0.0,2016-12-13,2026-06-18,,
EMAMIPAP.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1749,0,0,1749,0,0.0,2019-05-30,2026-06-18,,
PPL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1739,0,0,1739,0,0.0,2019-06-14,2026-06-18,,
ESSENTIA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1734,0,0,1734,0,0.0,2016-01-11,2026-06-18,,
GAYAHWS.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1727,11,0,1727,11,0.0,2018-06-28,2026-06-18,2026-08-24,2026-09-07
UNIINFO-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1726,0,0,1726,0,0.0,2018-03-15,2026-06-18,,
FOCUS.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1719,0,0,1719,0,0.0,2017-04-13,2026-06-18,,
DCMNVL-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1717,0,0,1717,0,0.0,2019-07-16,2026-06-18,,
UNIVASTU.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1714,0,0,1714,0,0.0,2017-07-27,2026-06-18,,
GANESHBE.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1707,0,0,1707,0,0.0,2016-01-01,2026-06-18,,
SHRENIK-BZ.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1704,0,0,1704,0,0.0,2019-08-02,2026-06-18,,
NORBTEAEXP.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1692,10,0,1692,10,0.0,2016-01-01,2026-06-17,2026-08-24,2026-09-04
E2E.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1684,0,0,1684,0,0.0,2018-05-15,2026-06-18,,
ZODIAC-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1682,0,0,1682,0,0.0,2017-12-05,2026-06-18,,
SGBAUG27-GB.NS,NO_REPLACEMENT,non_equity_series,False,unknown_no_master_entry,1669,0,0,1669,0,0.0,2019-08-23,2026-06-18,,
UMESLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1661,0,0,1661,0,0.0,2016-12-13,2026-06-18,,
RMDRIP.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1660,0,0,1660,0,0.0,2017-10-04,2026-06-18,,
SEJALLTD-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1653,0,0,1653,0,0.0,2016-01-04,2026-06-18,,
SOFTTECH-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1651,0,0,1651,0,0.0,2018-05-11,2026-06-18,,
SPCENET.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1638,10,0,1638,10,0.0,2017-01-10,2026-06-18,2026-08-24,2026-09-04
MHHL-SM.NS,NO_REPLACEMENT,non_equity_series,False,series_sme(-SM/-ST),1616,0,0,1616,0,0.0,2018-02-16,2026-06-18,,
BANKA-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1600,0,0,1600,0,0.0,2018-02-27,2026-06-18,,
SHUBHLAXMI-SM.NS,NO_REPLACEMENT,non_equity_series,False,series_sme(-SM/-ST),1597,0,0,1597,0,0.0,2019-02-21,2026-06-18,,
MITCON-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1588,0,0,1588,0,0.0,2016-01-01,2026-06-18,,
RPPL.NS,NO_REPLACEMENT,nse_equity,False,unknown_no_master_entry,1587,0,0,1587,0,0.0,2018-09-24,2026-06-18,,
DCMFINSERV-BE.NS,NO_REPLACEMENT,non_equity_series,False,series_trade_for_trade(-BE/-BZ),1581,0,0,1581,0,0.0,2018-04-26,2026-06-18,,
ATLASCYCLE.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1580,11,0,1580,11,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-07
RADAAN.NS,NO_REPLACEMENT,nse_equity,True,in_upstox_master,1580,10,0,1580,10,0.0,2016-01-01,2026-06-18,2026-08-24,2026-09-04
AILIMITED-ST.NS,NO_REPLACEMENT,non_equity_series,False,series_sme(-SM/-ST),1579,0,0,1579,0,0.0,2016-01-01,2026-06-17,,
